,Age,Attrition,Department,DistanceFromHome,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,WorkMeanTime,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance
161,30,No,Research & Development,15,1,162,Female,2,Sales Executive,Married,23800,18,8,3,9.0,2,5,1,4,0 days 07:52:18.944680851,2,3,3.0,4.0,1.0
162,29,No,Research & Development,8,1,163,Female,3,Manufacturing Director,Married,194310,11,8,0,10.0,3,10,0,7,0 days 07:08:46.209876543,3,3,2.0,3.0,3.0
163,29,Yes,Research & Development,19,1,164,Male,3,Research Scientist,Married,17900,16,8,1,6.0,4,2,1,1,0 days 06:37:23.911764705,2,3,3.0,2.0,4.0
164,19,Yes,Research & Development,4,1,165,Male,1,Sales Executive,Single,76440,15,8,2,1.0,2,1,0,0,0 days 07:52:20.731914893,3,3,1.0,4.0,4.0
165,30,No,Research & Development,2,1,166,Female,3,Research Scientist,Married,51310,15,8,1,10.0,2,9,7,8,0 days 06:41:26.954166666,3,3,3.0,1.0,3.0
166,57,No,Research & Development,2,1,167,Male,4,Research Scientist,Divorced,63060,12,8,1,32.0,3,1,0,0,0 days 06:15:48.504310344,3,3,1.0,4.0,2.0
167,50,No,Sales,10,1,168,Female,3,Manager,Married,47870,12,8,0,28.0,3,27,15,7,0 days 07:08:55.307377049,3,3,2.0,3.0,3.0
168,30,No,Sales,10,1,169,Male,3,Laboratory Technician,Single,188800,22,8,1,12.0,3,11,6,7,0 days 06:15:37.248962655,3,4,3.0,4.0,2.0
169,60,No,Research & Development,16,1,170,Female,4,Laboratory Technician,Married,23390,20,8,0,22.0,4,18,13,11,0 days 07:11:12.719827586,3,4,3.0,1.0,4.0
170,47,No,Research & Development,1,1,171,Male,5,Manufacturing Director,Divorced,135700,16,8,2,20.0,2,5,0,4,0 days 07:46:31.021645021,2,3,1.0,4.0,3.0
171,46,No,Sales,4,1,172,Male,1,Laboratory Technician,Married,67120,21,8,1,26.0,3,3,0,1,0 days 06:46:37.732510288,2,4,1.0,3.0,1.0
172,35,No,Research & Development,15,1,173,Female,2,Laboratory Technician,Single,54060,12,8,1,6.0,2,5,4,3,0 days 06:27:23.234042553,3,3,4.0,3.0,3.0
173,54,No,Research & Development,2,1,174,Male,2,Human Resources,Single,89380,11,8,3,19.0,2,1,0,0,0 days 07:37:10.553719008,3,3,3.0,3.0,3.0
174,34,No,Sales,8,1,175,Male,1,Laboratory Technician,Divorced,24390,11,8,2,14.0,2,7,5,7,0 days 07:33:13.255319148,4,3,4.0,3.0,3.0
175,46,No,Research & Development,2,1,176,Male,1,Healthcare Representative,Married,88370,18,8,0,15.0,3,3,1,2,0 days 09:08:25.723404255,2,3,3.0,4.0,3.0
176,31,No,Research & Development,7,1,177,Male,2,Research Director,Divorced,53430,14,8,1,13.0,3,13,0,8,0 days 06:21:04.468354430,3,3,3.0,2.0,4.0
177,33,Yes,Research & Development,10,1,178,Female,4,Research Director,Married,67280,22,8,0,15.0,2,7,7,7,0 days 08:26:29.659574468,2,4,2.0,3.0,4.0
178,33,Yes,Sales,5,1,179,Male,2,Research Director,Divorced,66520,25,8,0,8.0,5,4,1,3,0 days 06:56:12.093877551,3,4,1.0,4.0,3.0
179,30,No,Research & Development,2,1,180,Male,1,Sales Executive,Single,48500,12,8,1,4.0,4,3,1,2,0 days 06:26:52.318181818,3,3,4.0,2.0,3.0
180,35,No,Research & Development,12,1,181,Female,2,Sales Representative,Married,28090,23,8,1,10.0,2,8,0,0,0 days 08:50:22.119341563,1,4,4.0,3.0,3.0
181,31,Yes,Research & Development,22,1,182,Female,2,Sales Executive,Married,56890,15,8,2,12.0,2,1,0,0,0 days 06:33:34.458515283,2,3,1.0,3.0,3.0
182,34,Yes,Sales,17,1,183,Male,1,Research Director,Divorced,20010,22,8,1,11.0,5,3,0,2,0 days 10:56:57.743697478,4,4,2.0,1.0,3.0
183,42,No,Research & Development,2,1,184,Female,1,Research Scientist,Married,29770,15,8,3,8.0,3,2,2,0,0 days 07:46:39.704641350,2,3,2.0,3.0,3.0
184,36,No,Research & Development,3,1,185,Male,1,Research Scientist,Single,40250,11,8,0,10.0,3,10,9,7,0 days 07:11:59.097959183,3,3,2.0,4.0,2.0
185,22,Yes,Research & Development,7,1,186,Female,2,Laboratory Technician,Single,37850,13,8,2,4.0,2,2,1,2,0 days 06:23:31.463829787,3,3,3.0,3.0,3.0
186,48,No,Research & Development,6,1,187,Male,1,Laboratory Technician,Married,108540,14,8,1,14.0,6,9,6,7,0 days 06:45:01.443965517,3,3,2.0,4.0,3.0
187,55,No,Research & Development,1,1,188,Female,1,Sales Executive,Single,120310,11,8,0,37.0,5,10,7,7,0 days 07:21:33.693617021,3,3,1.0,2.0,3.0
188,41,No,Research & Development,3,1,189,Female,2,Research Scientist,Single,99360,17,8,1,16.0,2,14,1,10,0 days 06:09:54.878787878,2,3,4.0,4.0,3.0
189,35,No,Research & Development,22,1,190,Female,1,Sales Representative,Married,29660,18,8,0,15.0,2,11,6,9,0 days 05:59:20.243589743,2,3,2.0,3.0,3.0
190,40,No,Research & Development,15,1,191,Female,2,Laboratory Technician,Single,25710,14,8,0,22.0,1,20,5,13,0 days 07:16:16.424489795,3,3,2.0,3.0,3.0
191,39,No,Research & Development,12,1,192,Male,1,Research Scientist,Married,99910,16,8,1,8.0,3,8,0,7,0 days 07:01:58.567901234,3,3,3.0,3.0,3.0
192,31,No,Research & Development,1,1,193,Male,3,Research Director,Single,61420,13,8,2,10.0,2,6,0,5,0 days 08:41:19.794238683,2,3,2.0,4.0,4.0
193,42,No,Research & Development,5,1,194,Male,3,Sales Executive,Married,53900,14,8,0,10.0,3,10,5,8,0 days 10:45:43.210970464,3,3,4.0,1.0,2.0
194,45,No,Research & Development,2,1,195,Female,4,Sales Executive,Married,44040,23,8,0,9.0,2,8,3,7,0 days 07:22:39.519823788,3,4,4.0,2.0,4.0
195,26,Yes,Research & Development,2,1,196,Female,2,Laboratory Technician,Divorced,59930,12,8,0,8.0,3,7,1,0,0 days 09:09:10.726530612,3,3,3.0,3.0,2.0
196,29,No,Research & Development,5,1,197,Male,1,Research Scientist,Divorced,51300,11,8,0,8.0,3,3,1,2,0 days 07:21:38.615720524,2,3,4.0,4.0,4.0
197,33,No,Research & Development,16,1,198,Female,1,Laboratory Technician,Divorced,20900,16,8,0,10.0,2,6,0,5,0 days 07:22:19.194214876,3,3,1.0,3.0,3.0
198,31,No,Research & Development,2,1,199,Female,1,Sales Executive,Divorced,29090,14,8,2,10.0,2,5,0,1,0 days 06:40:59.331914893,3,3,3.0,4.0,2.0
199,18,Yes,Research & Development,2,1,200,Male,1,Sales Executive,Single,34680,18,8,2,0.0,4,0,0,0,0 days 09:11:31.524793388,4,3,2.0,2.0,3.0
200,40,No,Research & Development,1,1,201,Female,2,Laboratory Technician,Divorced,30680,19,8,0,20.0,3,1,0,1,0 days 06:51:07.883333333,2,3,3.0,1.0,3.0
201,41,No,Research & Development,23,1,202,Male,2,Manufacturing Director,Single,26700,15,8,2,10.0,2,8,0,7,0 days 09:15:08.441558441,2,3,1.0,3.0,3.0
202,26,No,Research & Development,9,1,203,Male,3,Healthcare Representative,Divorced,26930,17,8,3,8.0,3,0,0,0,0 days 05:59:23.969565217,2,3,1.0,3.0,3.0
203,35,No,Research & Development,16,1,204,Male,2,Human Resources,Single,95260,15,8,0,5.0,2,5,0,3,0 days 06:17:54.152838427,2,3,1.0,3.0,3.0
204,34,No,Research & Development,26,1,205,Male,1,Laboratory Technician,Single,52370,19,8,1,10.0,3,10,5,7,0 days 06:22:45.138655462,2,3,4.0,4.0,3.0
205,26,Yes,Sales,1,1,206,Female,2,Manufacturing Director,Single,24260,22,8,0,1.0,3,1,0,0,0 days 08:42:50.495726495,1,4,3.0,4.0,1.0
206,37,No,Research & Development,8,1,207,Male,1,Sales Executive,Single,41930,16,8,1,12.0,5,6,1,2,0 days 07:21:32.991701244,3,3,2.0,4.0,4.0
207,46,No,Research & Development,4,1,208,Male,5,Human Resources,Married,29110,13,8,0,28.0,3,2,1,2,0 days 06:10:08.873362445,3,3,1.0,3.0,2.0
208,41,No,Research & Development,24,1,209,Male,1,Research Director,Married,26610,14,8,1,22.0,2,18,11,8,0 days 07:40:27.012500,3,3,2.0,1.0,3.0
209,37,No,Research & Development,7,1,210,Male,1,Sales Executive,Divorced,20280,16,8,1,9.0,3,9,7,7,0 days 07:28:32.214876033,3,3,1.0,2.0,3.0
210,52,No,Sales,2,1,211,Male,1,Laboratory Technician,Divorced,99800,11,8,1,18.0,2,10,6,9,0 days 09:02:19.118367346,3,3,4.0,1.0,3.0
211,32,Yes,Research & Development,7,1,212,Female,2,Research Director,Married,32980,22,8,0,6.0,4,4,1,2,0 days 05:58:06.516528925,2,4,4.0,3.0,3.0
212,24,No,Sales,22,1,213,Female,1,Healthcare Representative,Married,29350,14,8,2,3.0,5,2,2,1,0 days 06:00:21.736625514,2,3,4.0,4.0,3.0
213,38,No,Research & Development,5,1,214,Female,1,Research Scientist,Married,154270,16,8,1,18.0,2,1,0,0,0 days 05:59:42.066666666,3,3,3.0,3.0,3.0
214,37,No,Research & Development,1,1,215,Female,5,Research Scientist,Married,39440,11,8,2,8.0,3,6,4,3,0 days 06:52:12.386554621,3,3,2.0,2.0,2.0
215,49,No,Sales,21,1,216,Male,1,Sales Executive,Divorced,40110,18,8,2,31.0,2,31,0,9,0 days 10:44:13.677685950,1,3,4.0,3.0,3.0
216,24,No,Sales,1,1,217,Female,1,Sales Executive,Married,34070,15,8,2,6.0,2,6,1,4,0 days 08:56:39.862068965,2,3,2.0,4.0,3.0
217,26,No,Research & Development,19,1,218,Female,4,Sales Executive,Married,119940,14,8,1,6.0,6,5,1,4,0 days 07:21:10.946502057,3,3,1.0,2.0,4.0
218,24,No,Sales,7,1,219,Female,1,Laboratory Technician,Married,12320,12,8,0,1.0,4,1,0,0,0 days 06:47:39.768240343,1,3,4.0,2.0,3.0
219,50,No,Sales,2,1,220,Male,1,Sales Executive,Married,29600,14,8,3,32.0,2,32,10,7,0 days 06:45:41.061224489,3,3,1.0,2.0,3.0
220,25,No,Research & Development,2,1,221,Male,1,Research Scientist,Married,190940,16,8,0,7.0,3,7,0,6,0 days 07:22:36.535087719,2,3,2.0,3.0,3.0
221,24,Yes,Research & Development,2,1,222,Male,2,Research Scientist,Married,39190,21,8,0,6.0,3,6,1,2,0 days 10:46:53.789473684,3,4,1.0,3.0,3.0
222,30,Yes,Research & Development,9,1,223,Male,2,Healthcare Representative,Married,68250,14,8,0,1.0,2,1,0,0,0 days 06:50:53.730769230,3,3,2.0,1.0,4.0
223,34,No,Sales,6,1,224,Male,4,Research Director,Married,102480,12,8,1,6.0,4,6,1,3,0 days 08:52:05.245689655,3,3,2.0,4.0,3.0
224,31,Yes,Research & Development,9,1,225,Female,1,Sales Representative,Divorced,189470,12,8,2,9.0,2,3,1,2,0 days 06:39:20.175000,2,3,2.0,1.0,1.0
225,35,No,Research & Development,2,1,226,Female,5,Sales Executive,Single,24960,17,8,3,9.0,3,3,0,2,0 days 07:53:29.316666666,3,3,1.0,4.0,3.0
226,31,No,Sales,1,1,227,Female,2,Sales Executive,Divorced,64650,17,8,0,13.0,3,7,5,7,0 days 06:17:01.140425531,3,3,1.0,4.0,4.0
227,27,No,Sales,22,1,228,Male,1,Sales Representative,Divorced,22060,14,8,1,6.0,4,5,0,3,0 days 07:51:18.216666666,3,3,1.0,3.0,2.0
228,37,No,Sales,9,1,229,Female,2,Laboratory Technician,Married,20860,14,8,0,17.0,3,3,1,0,0 days 08:50:47.307377049,3,3,4.0,3.0,2.0
229,20,No,Research & Development,17,1,230,Female,1,Sales Representative,Single,22930,13,8,2,1.0,3,1,0,0,0 days 07:03:38.604938271,1,3,4.0,2.0,4.0
230,42,No,Research & Development,28,1,231,Female,2,Manufacturing Director,Married,26450,15,8,0,10.0,5,10,2,2,0 days 07:27:32.669491525,3,3,3.0,4.0,3.0
231,43,No,Research & Development,10,1,232,Female,2,Sales Executive,Divorced,26830,11,8,0,21.0,3,1,0,0,0 days 08:39:00.833333333,3,3,2.0,4.0,2.0
232,38,No,Human Resources,2,1,233,Male,1,Human Resources,Single,20140,17,8,1,8.0,5,0,0,0,0 days 06:46:28.037037037,4,3,3.0,1.0,2.0
233,43,No,Sales,4,1,234,Female,2,Healthcare Representative,Divorced,34190,11,8,1,10.0,5,8,4,7,0 days 09:05:20.467213114,3,3,4.0,3.0,3.0
234,48,No,Research & Development,8,1,235,Male,2,Laboratory Technician,Married,53760,13,8,1,21.0,3,3,0,2,0 days 06:59:13.579831932,4,3,4.0,1.0,1.0
235,44,No,Sales,29,1,236,Male,2,Sales Executive,Single,19510,22,8,3,10.0,4,2,0,2,0 days 06:40:30.074235807,4,4,1.0,3.0,4.0
236,34,No,Research & Development,13,1,237,Female,1,Laboratory Technician,Divorced,23410,20,8,2,8.0,3,8,0,6,0 days 08:21:58.076923076,2,4,3.0,3.0,3.0
237,27,Yes,Sales,27,1,238,Male,2,Research Scientist,Divorced,22930,18,8,0,5.0,0,4,0,2,0 days 06:27:21.820833333,3,3,3.0,1.0,3.0
238,21,No,Sales,16,1,239,Male,3,Sales Executive,Single,87260,11,8,1,3.0,2,3,1,2,0 days 07:12:06.437229437,1,3,3.0,3.0,3.0
239,44,No,Research & Development,2,1,240,Male,1,Laboratory Technician,Married,40110,14,8,1,26.0,2,2,0,1,0 days 08:39:09.879310344,3,3,4.0,4.0,4.0
240,22,No,Research & Development,2,1,241,Female,2,Laboratory Technician,Married,195450,14,8,0,3.0,3,2,2,2,0 days 06:00:39.105263157,2,3,1.0,3.0,3.0
241,33,No,Sales,13,1,242,Female,2,Manufacturing Director,Divorced,45680,18,8,1,6.0,2,5,1,2,0 days 07:15:04.711864406,3,3,3.0,3.0,3.0
242,32,No,Research & Development,1,1,243,Female,1,Healthcare Representative,Married,30220,16,8,1,6.0,3,6,0,5,0 days 09:20:19.131687242,3,3,1.0,4.0,2.0
243,30,No,Research & Development,4,1,244,Male,3,Manager,Divorced,57720,17,8,0,1.0,3,1,0,0,0 days 07:16:44.819327731,3,3,3.0,3.0,3.0
244,53,No,Research & Development,24,1,245,Female,3,Manager,Single,22690,11,8,1,18.0,2,14,8,10,0 days 07:05:00.995762711,2,3,4.0,1.0,4.0
245,34,No,Research & Development,1,1,246,Male,1,Research Scientist,Married,53810,12,8,0,10.0,0,10,8,8,0 days 07:24:26.941666666,3,3,2.0,4.0,2.0
246,45,Yes,Research & Development,19,1,247,Male,3,Research Director,Married,34410,13,8,1,5.0,5,1,0,0,0 days 07:32:27.737991266,3,3,1.0,1.0,3.0
247,26,No,Research & Development,7,1,248,Male,1,Manufacturing Director,Married,54540,13,8,1,3.0,5,3,0,2,0 days 09:55:21.089795918,4,3,3.0,4.0,3.0
248,37,No,Research & Development,4,1,249,Male,1,Manager,Married,98840,14,8,0,10.0,3,10,7,8,0 days 06:11:20.317991631,2,3,3.0,3.0,3.0
249,29,No,Research & Development,2,1,250,Female,1,Healthcare Representative,Married,41570,17,8,3,6.0,2,6,1,2,0 days 06:46:54.272340425,3,3,2.0,3.0,2.0
250,35,No,Research & Development,10,1,251,Female,4,Laboratory Technician,Single,134580,11,8,0,17.0,3,17,11,8,0 days 06:37:40.441176470,3,3,2.0,4.0,3.0
251,33,No,Research & Development,8,1,252,Male,2,Laboratory Technician,Divorced,90690,25,8,1,15.0,3,13,4,7,0 days 07:29:02.345679012,3,4,3.0,4.0,1.0
252,54,No,Research & Development,5,1,253,Female,2,Sales Executive,Married,40140,19,8,1,16.0,4,9,7,1,0 days 06:22:49.489082969,2,3,3.0,2.0,4.0
253,36,No,Research & Development,8,1,254,Male,2,Research Scientist,Divorced,59150,13,8,1,13.0,3,3,0,2,0 days 10:39:28.764705882,2,3,2.0,2.0,3.0
254,27,No,Sales,9,1,255,Male,5,Research Director,Single,59930,14,8,1,5.0,3,4,1,1,0 days 06:58:22.450216450,1,3,1.0,4.0,3.0
255,20,Yes,Research & Development,1,1,256,Male,5,Sales Representative,Single,61620,12,8,3,1.0,2,1,1,1,0 days 08:35:34.744769874,2,3,4.0,3.0,3.0
256,33,Yes,Research & Development,15,1,257,Female,1,Laboratory Technician,Single,24060,11,8,0,10.0,3,10,9,7,0 days 10:21:37.882591093,3,3,1.0,1.0,3.0
257,35,No,Research & Development,2,1,258,Male,1,Research Scientist,Married,187400,19,8,1,1.0,2,1,0,0,0 days 06:42:07.629310344,4,3,3.0,3.0,3.0
258,23,No,Research & Development,2,1,259,Male,1,Healthcare Representative,Married,76370,11,8,1,5.0,3,3,0,2,0 days 07:03:35.174468085,3,3,1.0,1.0,4.0
259,25,No,Research & Development,11,1,260,Male,2,Manufacturing Director,Married,100960,11,8,1,4.0,3,3,1,2,0 days 07:38:56.574380165,3,3,4.0,2.0,3.0
260,38,No,Research & Development,16,1,261,Male,5,Research Scientist,Single,147560,20,8,1,8.0,3,7,0,5,0 days 06:46:14.855967078,2,4,4.0,4.0,3.0
261,29,No,Sales,2,1,262,Male,4,Healthcare Representative,Divorced,64990,18,8,3,10.0,3,10,2,8,0 days 07:46:17.517391304,2,3,2.0,4.0,3.0
262,48,No,Research & Development,16,1,263,Male,1,Sales Executive,Married,97240,13,8,0,12.0,2,2,2,2,0 days 07:04:03.627705627,4,3,2.0,2.0,3.0
263,27,No,Sales,4,1,264,Male,5,Laboratory Technician,Divorced,21940,12,8,0,6.0,5,6,0,4,0 days 08:50:54.251063829,3,3,4.0,4.0,3.0
264,37,No,Research & Development,16,1,265,Male,3,Manager,Single,33880,11,8,0,4.0,2,1,0,0,0 days 07:34:18.604347826,4,3,4.0,4.0,3.0
265,50,No,Sales,5,1,266,Male,1,Laboratory Technician,Married,54730,19,8,1,20.0,2,20,3,8,0 days 09:04:56.327935222,4,3,4.0,3.0,3.0
266,34,No,Research & Development,18,1,267,Male,1,Healthcare Representative,Single,27030,21,8,1,9.0,2,8,7,7,0 days 06:47:29.278969957,3,4,4.0,2.0,4.0
267,24,Yes,Research & Development,17,1,268,Female,1,Healthcare Representative,Single,25010,12,8,0,4.0,3,2,2,0,0 days 07:28:53.954545454,1,3,1.0,3.0,3.0
268,39,No,Research & Development,12,1,269,Female,1,Sales Representative,Single,62200,14,8,2,20.0,2,20,11,10,0 days 06:41:01.700854700,3,3,4.0,3.0,3.0
269,32,No,Research & Development,2,1,270,Male,5,Research Scientist,Single,30380,11,8,0,10.0,5,10,0,8,0 days 07:51:55.987234042,1,3,4.0,4.0,2.0
270,50,Yes,Research & Development,4,1,271,Male,4,Sales Representative,Married,44240,14,8,1,18.0,2,4,1,3,0 days 08:10:18.417004048,2,3,2.0,3.0,3.0
271,38,No,Research & Development,9,1,272,Male,1,Sales Executive,Single,43120,12,8,1,10.0,2,9,1,8,0 days 07:08:04.538461538,2,3,2.0,4.0,2.0
272,27,No,Research & Development,10,1,273,Male,5,Research Scientist,Married,132450,23,8,1,9.0,3,9,0,7,0 days 06:28:57.116379310,2,4,3.0,1.0,3.0
273,32,No,Sales,1,1,274,Male,2,Sales Executive,Single,136640,14,8,0,10.0,6,7,7,7,0 days 07:53:53.290043290,3,3,3.0,4.0,3.0
274,47,No,Research & Development,2,1,275,Female,5,Sales Executive,Single,50210,17,8,0,20.0,3,7,1,7,0 days 06:41:18.318965517,3,3,4.0,1.0,3.0
275,40,No,Research & Development,3,1,276,Female,3,Human Resources,Married,51260,18,8,0,20.0,2,18,1,12,0 days 08:34:50.135802469,3,3,4.0,1.0,3.0
276,53,No,Research & Development,7,1,277,Male,2,Laboratory Technician,Married,28590,18,8,1,32.0,2,5,1,3,0 days 06:43:36.272727272,3,3,3.0,3.0,3.0
277,41,No,Sales,6,1,278,Male,1,Sales Executive,Divorced,102390,24,8,3,23.0,3,21,12,6,0 days 07:40:36.228070175,3,4,2.0,4.0,2.0
278,60,No,Research & Development,8,1,279,Female,5,Laboratory Technician,Single,53290,20,8,0,10.0,3,2,2,2,0 days 06:34:51.336134453,4,4,1.0,1.0,3.0
279,27,No,Research & Development,29,1,280,Male,2,Manufacturing Director,Divorced,43250,14,8,0,9.0,2,9,1,7,0 days 07:18:52.747899159,2,3,4.0,1.0,2.0
280,41,No,Research & Development,3,1,281,Male,1,Manufacturing Director,Married,72600,16,8,0,22.0,2,22,2,10,0 days 06:08:30.269230769,3,3,4.0,3.0,3.0
281,50,No,Sales,9,1,282,Male,2,Research Scientist,Married,23220,25,8,1,4.0,0,2,2,2,0 days 07:21:15.530701754,4,4,4.0,2.0,3.0
282,28,Yes,Sales,2,1,283,Male,3,Research Scientist,Single,20750,18,8,3,10.0,0,7,3,7,0 days 08:03:47.591304347,2,3,1.0,2.0,3.0
283,36,No,Research & Development,10,1,284,Female,2,Research Scientist,Married,41520,19,8,1,10.0,3,8,0,5,0 days 05:59:41.928870292,3,3,1.0,1.0,3.0
284,38,No,Research & Development,1,1,285,Female,3,Manager,Single,96190,13,8,1,10.0,2,1,0,0,0 days 09:46:16.234782608,3,3,3.0,3.0,4.0
285,44,No,Research & Development,8,1,286,Male,1,Research Scientist,Single,135030,12,8,0,9.0,6,5,1,4,0 days 06:04:58.615702479,2,3,1.0,3.0,3.0
286,47,No,Research & Development,27,1,287,Male,1,Research Scientist,Divorced,54410,22,8,1,28.0,6,22,11,13,0 days 08:16:09.452173913,2,4,4.0,3.0,2.0
287,30,No,Research & Development,8,1,288,Male,2,Sales Executive,Divorced,52090,14,8,1,10.0,3,8,7,7,0 days 07:29:20.264957264,3,3,3.0,4.0,2.0
288,29,No,Research & Development,1,1,289,Female,1,Sales Executive,Single,106730,13,8,3,1.0,2,1,0,0,0 days 06:22:49.668032786,3,3,3.0,3.0,3.0
289,42,Yes,Research & Development,10,1,290,Female,1,Sales Executive,Divorced,50100,21,8,3,7.0,3,2,2,2,0 days 09:57:49.558333333,3,4,3.0,3.0,3.0
290,43,No,Research & Development,26,1,291,Male,1,Laboratory Technician,Married,135490,11,8,2,7.0,3,2,2,2,0 days 07:04:04.215189873,3,3,4.0,4.0,3.0
291,34,No,Research & Development,2,1,292,Male,2,Healthcare Representative,Single,49990,12,8,2,10.0,2,5,4,3,0 days 06:22:53.672131147,4,3,2.0,3.0,3.0
292,23,No,Sales,13,1,293,Male,5,Sales Executive,Married,42210,11,8,1,5.0,4,4,0,2,0 days 07:46:11.250000,3,3,2.0,1.0,4.0
293,39,No,Sales,2,1,294,Female,4,Healthcare Representative,Married,138720,12,8,3,12.0,3,8,3,6,0 days 06:16:11.446280991,2,3,3.0,2.0,1.0
294,56,No,Research & Development,2,1,295,Male,1,Manager,Married,20420,12,8,0,30.0,6,10,1,1,0 days 07:06:20.051282051,3,3,3.0,4.0,2.0
295,40,No,Sales,9,1,296,Male,2,Research Scientist,Single,20730,14,8,0,5.0,3,4,2,3,0 days 08:45:38.655319148,3,3,4.0,4.0,2.0
296,27,No,Research & Development,10,1,297,Female,1,Laboratory Technician,Single,29560,13,8,0,9.0,6,7,0,7,0 days 07:28:12.175510204,3,3,4.0,1.0,1.0
297,29,No,Sales,20,1,298,Female,2,Manager,Divorced,29260,15,8,1,2.0,3,2,2,2,0 days 07:03:09.373913043,2,3,4.0,2.0,3.0
298,53,No,Research & Development,9,1,299,Female,3,Laboratory Technician,Single,48090,18,8,0,19.0,2,2,2,2,0 days 06:14:57.105263157,3,3,4.0,4.0,3.0
299,35,No,Research & Development,5,1,300,Male,1,Healthcare Representative,Divorced,51630,18,8,2,16.0,4,1,0,0,0 days 07:04:03.905172413,3,3,4.0,1.0,4.0
300,32,No,Sales,4,1,301,Male,2,Sales Executive,Married,188440,19,8,0,10.0,3,10,4,7,0 days 07:46:16.004385964,1,3,3.0,4.0,3.0
301,38,No,Sales,10,1,302,Male,4,Laboratory Technician,Married,181720,12,8,2,6.0,5,1,0,1,0 days 10:51:25.273109243,3,3,4.0,3.0,1.0
302,34,No,Research & Development,20,1,303,Female,3,Laboratory Technician,Divorced,57440,19,8,1,7.0,4,0,0,0,0 days 06:09:59.661087866,2,3,2.0,1.0,3.0
303,52,No,Sales,21,1,304,Male,3,Manager,Married,28890,11,8,1,34.0,2,34,1,16,0 days 05:58:07.476190476,3,3,3.0,1.0,4.0
304,33,Yes,Research & Development,1,1,305,Male,3,Laboratory Technician,Single,28710,17,8,3,10.0,2,10,7,8,0 days 10:00:28.815899581,3,3,4.0,4.0,2.0
305,25,No,Research & Development,8,1,306,Male,2,Research Scientist,Single,74840,15,8,0,6.0,3,6,1,4,0 days 07:38:42.519313304,3,3,3.0,4.0,2.0
306,45,No,Sales,2,1,307,Male,3,Healthcare Representative,Single,60740,14,8,0,9.0,2,8,3,1,0 days 05:57:12.936440677,3,3,2.0,3.0,3.0
307,23,No,Research & Development,23,1,308,Female,2,Research Scientist,Single,173280,17,8,1,2.0,2,2,0,2,0 days 07:56:39.124463519,1,3,1.0,3.0,3.0
308,47,Yes,Research & Development,4,1,309,Male,1,Research Director,Single,27740,13,8,1,10.0,2,5,1,3,0 days 09:57:55.424892703,3,3,2.0,3.0,3.0
309,34,No,Research & Development,12,1,310,Male,1,Research Scientist,Single,45050,12,8,0,6.0,3,6,1,4,0 days 07:45:05.363265306,3,3,4.0,4.0,3.0
310,55,Yes,Human Resources,7,1,311,Male,4,Laboratory Technician,Married,74280,12,8,0,24.0,2,5,1,4,0 days 07:56:43.550000,3,3,4.0,1.0,3.0
311,36,No,Research & Development,7,1,312,Male,5,Sales Executive,Single,116310,18,8,1,10.0,2,10,0,9,0 days 07:22:18.240343347,1,3,1.0,1.0,3.0
312,52,No,Research & Development,1,1,313,Male,5,Sales Executive,Married,97380,18,8,2,5.0,2,4,1,2,0 days 07:10:59.403292181,3,3,4.0,4.0,3.0
313,26,No,Research & Development,2,1,314,Male,1,Manufacturing Director,Divorced,28350,11,8,1,5.0,2,2,2,0,0 days 07:03:03.866952789,3,3,1.0,3.0,3.0
314,29,No,Research & Development,10,1,315,Male,3,Manufacturing Director,Married,169590,14,8,3,11.0,5,8,1,1,0 days 06:16:02.742738589,3,3,2.0,3.0,2.0
315,26,Yes,Research & Development,15,1,316,Male,2,Laboratory Technician,Single,26130,19,8,1,6.0,2,4,1,2,0 days 06:09:55.865800865,3,3,4.0,1.0,2.0
316,34,No,Research & Development,14,1,317,Male,2,Manufacturing Director,Single,61460,12,8,0,10.0,3,4,1,3,0 days 06:10:36.429166666,3,3,2.0,4.0,3.0
317,54,No,Research & Development,18,1,318,Female,2,Laboratory Technician,Divorced,49630,15,8,1,9.0,2,5,1,4,0 days 08:52:24.718367346,3,3,4.0,1.0,3.0
318,27,No,Research & Development,13,1,319,Female,4,Research Scientist,Married,195370,12,8,0,5.0,5,4,1,1,0 days 06:46:53.397489539,3,3,3.0,4.0,3.0
319,37,No,Sales,2,1,320,Male,2,Manufacturing Director,Divorced,61720,11,8,0,6.0,1,5,4,3,0 days 09:24:59.311475409,3,3,4.0,1.0,2.0
320,38,No,Sales,2,1,321,Female,2,Research Scientist,Single,23680,11,8,1,17.0,3,15,4,12,0 days 10:45:57.633744855,3,3,1.0,1.0,3.0
321,34,No,Sales,2,1,322,Male,1,Sales Representative,Single,103120,12,8,0,6.0,2,6,1,3,0 days 06:53:40.094827586,3,3,3.0,1.0,3.0
